Soil_Moisture,Temperature,Humidity,pH_Level,Crop_Status
39.963209507789,22.85117051207718,64.31975269701556,6.768899339272377,1
86.05714451279329,22.409363972159994,78.32593975799918,5.103352267368082,1
68.5595153449124,42.1876374156311,75.60965578740954,7.553380971741852,0
57.89267873576293,22.486385995485183,39.23399428162642,6.645906836742345,1
22.48149123539492,23.158491783858928,38.954968184488436,5.05021359244934,0
22.479561626896214,37.78194787253891,46.0904620646948,7.868183201184224,0
14.646688973455957,28.492195273516202,51.66448358046223,6.314279121673622,0
79.29409166199481,38.301316708655435,54.50733488450896,4.755144581550793,1
58.0892009394567,16.960984726931557,70.78183301000072,6.693915165452735,1
66.64580622368364,29.62713581020153,33.40082592995012,5.3861961745448355,1
11.646759543664196,16.008408005498477,32.08036225356398,7.3129270815705585,0
87.59278817295954,16.879596103660635,53.51463377663454,7.362377257481667,1
76.59541126403374,42.19312360033233,71.82982152827883,7.9263157454913165,0
26.987128854262092,19.177361133527853,41.60612057738895,6.256543358585763,0
24.54599737656805,30.972620468256515,68.49026887537511,6.0923490790470805,0
24.672360788274705,27.332868078021196,45.58968827641797,7.137164619062682,0
34.33937943676302,25.42029978776528,83.16516652881097,4.963647297196743,1
51.98051453057903,41.99500037061817,83.741396655997,6.414204298275934,0
44.55560149136926,15.654701903264685,47.83723225687959,6.411866600457978,1
33.298331215843355,34.91369058526767,43.79962523779443,4.8131559298363555,1
58.94823157779036,43.901833026406514,54.67823832397387,5.962944299274198,0
21.15950885216335,31.805045503855258,44.431895110808924,7.486496794985207,0
33.37157188281745,43.104673860992754,70.34303059750222,7.496537676981311,0
39.308947463495336,16.56773637858071,79.56388107289713,4.847331827218883,1
46.48559873736288,27.56379957222484,70.38552785467303,4.817523089617408,1
72.81407691144109,22.804733728861535,79.46102683496096,5.419434169506774,1
25.973902572668777,36.924628949421894,53.819529732448444,7.561681218938977,0
51.13875507308893,44.4389127149174,39.37901824253165,4.951159047757247,0
57.3931655089634,22.695901873327436,74.27705684385552,7.019988809196062,1
13.716033017599818,34.62523804422223,51.628470308493235,4.854079668645861,0
58.603588152115066,20.942928982792203,70.27624951374796,6.6809824881173885,1
23.64192989498332,31.959907637148298,46.23863651890594,5.746235546917006,0
15.204127438822361,28.917974600650084,34.87377808840036,7.261198870380534,0
85.91084298026666,44.16015988894611,89.5549077292658,5.317916570888773,0
87.25056264596475,33.255818180893996,39.37209047583596,6.737206402864859,1
74.67178784931689,25.485191162604565,89.30525963780886,5.324888871015597,1
34.36910153386965,18.422873546638,88.63679595398685,6.997810990892538,1
17.81376912051071,19.537404862048035,77.62908623448237,7.55787312096262,0
64.73864212097254,21.759507898537052,69.56537772491986,4.94380629694366,1
45.21219949916811,22.52899984020894,64.66842301506509,7.533084910084263,1
19.763058787582306,40.51848173523413,81.96609272267008,6.577513390450043,0
49.614152808901615,31.83668364847575,47.36637129716928,4.944886718034584,1
12.751081689217472,30.701727341230992,58.060872749092624,5.996396493758992,0
82.74563216630257,18.443066156076526,67.16339816199012,5.063011027197843,1
30.702398528001353,40.80419080048305,54.671428552169466,6.951217611032993,0
63.00178274831856,36.68442909625451,55.64918724541608,7.156038470462824,1
34.93688608715288,17.03005085700005,49.817080050125064,4.870287820954796,1
51.605441694224865,36.23505291689306,63.85390900107216,6.271489484431255,1
53.73682234746237,31.30614652027938,81.03447168090696,7.35118769609071,1
24.788356442042165,17.45176037240335,42.09170268037877,7.776570645428488,0
87.56677022116469,28.749019245859692,86.06598232520648,6.297312533596195,1
72.01062586888916,29.54088861390141,71.34525922489378,7.825977282639925,1
85.15991532513513,19.97323620489827,79.3963927608018,6.374911396596104,1
81.5861880342119,43.37094441000847,63.3714415578007,5.879666731099678,0
57.83199830488681,40.49926114441986,76.77100208544381,7.468710949935135,0
83.74993880184934,35.07067011987325,30.97202384036803,6.225439486603312,1
17.07940016415356,28.868866830018217,79.1028254867721,6.151658786975831,0
25.678628993531618,27.352966247535257,32.40833154512199,6.2160937129343985,0
13.618183112843045,34.529204014528624,83.39480258177176,7.463747506544109,0
36.02642646106115,31.362956082207162,89.5177648343186,7.411795395908182,1
41.09418317515856,16.86819317645657,47.64404773060667,5.91231997354074,1
31.70792254191167,30.37507946310995,42.61911337714762,5.6665495095468374,1
76.29900073215435,39.192108516985186,75.92180183148244,6.221748084136952,1
38.540266135487144,28.77719632790874,45.1815804552152,6.504703784079881,1
32.47476077499046,16.558697326628053,81.9337429903322,5.334180237197989,1
53.41568665265988,38.588345981520995,36.170555529448606,7.278842796504567,1
21.27393799798101,21.04091346407923,37.557311782761495,6.2026896800634805,0
74.17575846032318,22.758625046641164,88.74909330603694,5.6691594194698585,1
15.964051494381666,19.941190602968877,70.43033389620028,4.873873475373967,0
88.95095492804138,24.906451946144927,80.81323346573717,5.335958061412624,1
71.77958154373259,37.70254517065905,49.45976264109108,7.8224841011459425,1
25.897254522733792,30.58157578511812,70.58902497123626,5.567848903868343,0
10.441769369888192,21.146438224521376,65.65450963851583,5.091007512784624,0
75.23691427638673,41.33490234456123,66.18900720737682,6.112354770792476,0
66.54858750780937,41.387455648545874,70.9519475722633,5.574807101760871,0
68.32057344327899,41.11735275138021,64.52155038774592,4.6230573759491795,0
71.70162773487566,22.16388634144618,55.74374215815996,5.6310082604779605,1
15.923572138727229,28.537180325429645,46.55536166283281,6.40438018378814,0
38.67725828354181,44.54968968422625,76.11487985479212,6.430993302069885,0
19.269524762010377,38.16037428929971,43.57634580019117,5.74795622411911,0
79.04827407004748,15.815022636766795,71.54125836926485,6.065559646884102,1
59.86385014620463,16.95613773781476,43.999969358959596,7.879312713821682,1
36.471841988211935,28.917941304369982,67.51981019726723,5.82071967030609,1
15.08466802288189,42.27660617584681,74.82469602774174,5.403793846409941,0
34.878585737252976,31.161053938581425,43.122833334392354,5.3521346542336605,1
36.014665762139764,29.934375241028707,33.5965980516785,6.10217614446447,1
68.36849426704512,18.164210998698916,37.858424579650446,7.158320520509305,1
61.00459770841705,34.70340314172882,66.35981803626153,5.220958644659656,1
80.97701940610612,39.66309481800677,80.96678437354413,6.982536444992688,1
47.777194012955945,26.412600225226868,32.699809274125464,4.574024381722957,1
19.567539675064136,38.26835552775982,74.04907554249877,5.9662654229438115,0
67.0595829778396,43.93429961702435,50.47911875700313,7.215527728209754,0
70.8628038893518,21.112993773830674,58.711702195171355,5.6855653452105095,1
54.9021758055597,30.69988893584224,85.73157299073394,6.473079855058899,1
71.67737439636488,23.614138742537264,49.91829028415073,5.217427314890688,1
49.50364770915126,38.785632571015185,57.92021603636916,7.096983868941603,1
51.818626350559526,32.32780097643473,30.820944885640866,4.682976861440658,1
44.20328146868397,34.03747252650911,34.8959232002903,7.483899257064252,1
12.033530139527615,38.93742478847682,45.51549546808704,5.1936873524758385,0
18.631314159464356,26.879114179873646,31.671134449264464,7.560393110979158,0
12.51433485493874,42.45270205221129,67.88251956289506,5.733852344551811,0
60.91283290110243,30.9908660173842,55.58390140809735,7.029392510660703,1
35.148478486106136,19.73864468506044,62.88871216368132,5.61728854225166,1
50.685655293176225,35.876973545064075,40.47883115377977,7.670690849321266,1
82.60531791408744,38.797840513147634,47.75592176619696,4.94322993931431,1
29.943378331909997,24.5028503120258,69.82946849116351,5.124819262454095,0
